player_name,nation,squad,minutes_played,goals,assists,cards
Jérémie Aliadière,fr FRA,Arsenal,0.0029239766081871343,0,0,0
Darren Ambrose,eng ENG,Ipswich Town,0.0017543859649122807,0,0,0
Darren Anderton,eng ENG,Tottenham,0.856140350877193,3,5,1
Nicolas Anelka,fr FRA,Liverpool,0.36929824561403507,4,2,0
Julio Arca,ar ARG,Sunderland,0.5140350877192983,1,4,3
Alun Armstrong,eng ENG,Ipswich Town,0.5011695906432748,4,0,1
Nick Barmby,eng ENG,Liverpool,0.062280701754385964,0,0,1
Anthony Barness,eng ENG,Bolton,0.5228070175438596,0,0,1
Gareth Barry,eng ENG,Aston Villa,0.41812865497076024,0,3,0
Chris Bart-Williams,eng ENG,Charlton Ath,0.2672514619883041,1,2,2
Warren Barton,eng ENG,Derby County,0.3684210526315789,0,1,2
Warren Barton,eng ENG,Newcastle Utd,0.10467836257309941,0,0,1
David Batty,eng ENG,Leeds United,0.7985380116959064,0,2,8
James Beattie,eng ENG,Southampton,0.6236842105263158,12,4,3
Craig Bellamy,wls WAL,Newcastle Utd,0.6763157894736842,9,4,9
David Bellion,fr FRA,Sunderland,0.04707602339181287,0,0,0
Darren Bent,eng ENG,Ipswich Town,0.06725146198830409,1,0,0
Marcus Bent,eng ENG,Ipswich Town,0.5628654970760234,9,1,2
Marcus Bent,eng ENG,Blackburn,0.07192982456140351,0,1,2
Henning Berg,no NOR,Blackburn,0.8730994152046784,1,2,2
Nathan Blake,wls WAL,Blackburn,0.033625730994152045,1,0,0
Luís Boa Morte,pt POR,Fulham,0.39269005847953214,1,1,10
George Boateng,nl NED,Aston Villa,0.9619883040935673,1,1,5
Adam Bolder,eng ENG,Derby County,0.12134502923976608,0,0,0
Lee Bowyer,eng ENG,Leeds United,0.6347953216374269,5,5,8
Titus Bramble,eng ENG,Ipswich Town,0.4365497076023392,0,0,3
Wayne Bridge,eng ENG,Southampton,1.0,0,2,0
Giovanni van Bronckhorst,nl NED,Arsenal,0.3769005847953216,1,0,6
Wes Brown,eng ENG,Manchester Utd,0.4017543859649123,0,0,0
Deon Burton,jm JAM,Derby County,0.24532163742690058,1,3,1
Nicky Butt,eng ENG,Manchester Utd,0.49970760233918127,1,1,6
Titi Camara,gn GUI,West Ham,0.0020467836257309943,0,0,0
Kevin Campbell,eng ENG,Everton,0.5497076023391813,4,1,2
Michael Carrick,eng ENG,West Ham,0.7760233918128655,2,2,4
Roy Carroll,nir NIR,Manchester Utd,0.16023391812865498,0,0,0
Lee Carsley,ie IRL,Everton,0.18567251461988304,1,0,0
Simon Charlton,eng ENG,Bolton,0.8929824561403509,0,1,2
Malcolm Christie,eng ENG,Derby County,0.7008771929824561,9,1,2
Jamie Clapham,eng ENG,Ipswich Town,0.6508771929824562,2,2,0
Lee Clark,eng ENG,Fulham,0.11783625730994152,0,0,0
Stephen Clemence,eng ENG,Tottenham,0.0824561403508772,0,0,1
Andy Cole,eng ENG,Manchester Utd,0.20847953216374268,4,3,0
Andy Cole,eng ENG,Blackburn,0.3736842105263158,9,2,3
Ashley Cole,eng ENG,Arsenal,0.7266081871345029,2,3,6
Carlton Cole,eng ENG,Chelsea,0.052046783625730994,1,0,0
Joe Cole,eng ENG,West Ham,0.7625730994152047,0,3,5
Colin Cooper,eng ENG,Middlesbrough,0.40614035087719297,2,0,3
Carl Cort,gy GUY,Newcastle Utd,0.1304093567251462,1,1,0
Jody Craddock,eng ENG,Sunderland,0.7845029239766081,1,0,3
Mark Crossley,wls WAL,Middlesbrough,0.4435672514619883,0,0,0
Peter Crouch,eng ENG,Aston Villa,0.17163742690058478,2,2,0
Christian Dailly,sct SCO,West Ham,0.9868421052631579,0,1,3
Callum Davidson,sct SCO,Leicester City,0.7461988304093568,0,3,2
